Model,Year,Temp
2,1946,-0.619700166666667
2,1947,-0.456487
2,1948,-0.509541916666667
2,1949,-0.585754333333333
2,1950,-0.589434333333333
2,1951,-0.485585583333333
2,1952,-0.620180833333333
2,1953,-0.65617625
2,1954,-0.740404833333333
2,1955,-0.724711166666667
2,1956,-0.689203833333333
2,1957,-0.687449083333333
2,1958,-0.735852583333333
2,1959,-0.615570166666667
2,1960,-0.638570083333333
2,1961,-0.622177
2,1962,-0.529869166666667
2,1963,-0.544009
2,1964,-0.841423083333333
2,1965,-0.8004885
2,1966,-0.777086833333333
2,1967,-0.848266666666667
2,1968,-0.776318916666667
2,1969,-0.66484325
2,1970,-0.614224666666667
2,1971,-0.658477833333333
2,1972,-0.62472525
2,1973,-0.68777475
2,1974,-0.74907425
2,1975,-0.739618916666667
2,1976,-0.873812416666667
2,1977,-0.669881166666667
2,1978,-0.580136666666667
2,1979,-0.653806166666667
2,1980,-0.669474333333333
2,1981,-0.65223175
2,1982,-0.60099275
2,1983,-0.5178655
2,1984,-0.569404666666667
2,1985,-0.532310416666667
2,1986,-0.539347333333333
2,1987,-0.41970825
2,1988,-0.573044
2,1989,-0.490748
2,1990,-0.485776166666667
2,1991,-0.371355666666667
2,1992,-0.60092675
2,1993,-0.573234666666667
2,1994,-0.5577215
2,1995,-0.533053
2,1996,-0.4605535
2,1997,-0.44775125
2,1998,-0.305658916666667
2,1999,-0.383245
2,2000,-0.441279083333333
2,2001,-0.317548166666667
2,2002,-0.217180866666667
2,2003,-0.240681916666667
2,2004,-0.154927575
2,2005,-0.08135985
2,2006,-0.0596033008333333
2,2007,-0.0726395341666667
2,2008,0.13799541
2,2009,0.176129641666667
2,2010,0.0692190191666667
2,2011,0.091298385
2,2012,0.111846916666667
2,2013,0.246444715
2,2014,0.1019492
3,1861,-1.02069825
3,1862,-0.937385
3,1863,-1.19704083333333
3,1864,-1.01474966666667
3,1865,-1.02679816666667
3,1866,-1.08910208333333
3,1867,-0.95772275
3,1868,-0.992441333333333
3,1869,-0.927073166666667
3,1870,-0.86850975
3,1871,-0.787287
3,1872,-0.8542075
3,1873,-0.813168916666667
3,1874,-0.812566083333333
3,1875,-0.7717285
3,1876,-0.82545725
3,1877,-0.788999666666667
3,1878,-0.945760416666667
3,1879,-0.784299666666667
3,1880,-0.729064916666667
3,1881,-0.751670833333333
3,1882,-0.746315
3,1883,-0.84185075
3,1884,-1.3367075
3,1885,-1.11088816666667
3,1886,-1.1485485
3,1887,-1.008303
3,1888,-1.08673883333333
3,1889,-1.12449633333333
3,1890,-0.984942333333333
3,1891,-1.24958
3,1892,-1.12326058333333
3,1893,-1.03627266666667
3,1894,-0.926221916666667
3,1895,-0.85896525
3,1896,-0.94404575
3,1897,-0.878928916666667
3,1898,-0.829852
3,1899,-0.779253666666667
3,1900,-0.841203916666667
3,1901,-0.828592666666667
3,1902,-0.82074225
3,1903,-1.24431333333333
3,1904,-1.250045
3,1905,-1.147341
3,1906,-1.04399408333333
3,1907,-1.01830708333333
3,1908,-1.09272616666667
3,1909,-1.01682025
3,1910,-1.11770341666667
3,1911,-1.09972266666667
3,1912,-1.0799695
3,1913,-1.12408216666667
3,1914,-1.0506255
3,1915,-0.945551583333333
3,1916,-0.903640833333333
3,1917,-0.904419
3,1918,-0.907160583333333
3,1919,-0.897068833333333
3,1920,-0.701548166666667
3,1921,-0.870735166666667
3,1922,-0.80163075
3,1923,-0.86081875
3,1924,-0.808141
3,1925,-0.704106416666667
3,1926,-0.779846166666667
3,1927,-0.541267333333333
3,1928,-0.683703166666667
3,1929,-0.778386333333333
3,1930,-0.830284333333333
3,1931,-0.605031416666667
3,1932,-0.709330166666667
3,1933,-0.640019666666667
3,1934,-0.697698
3,1935,-0.696497583333333
3,1936,-0.792849083333333
3,1937,-0.677813166666667
3,1938,-0.646843083333333
3,1939,-0.730997583333333
3,1940,-0.739418166666667
3,1941,-0.730359416666667
3,1942,-0.724433833333333
3,1943,-0.713460333333333
3,1944,-0.695640583333333
3,1945,-0.682604333333333
3,1946,-0.681371
3,1947,-0.678042
3,1948,-0.71997575
3,1949,-0.641566
3,1950,-0.786404916666667
3,1951,-0.77588175
3,1952,-0.70482375
3,1953,-0.659673
3,1954,-0.74967975
3,1955,-0.712827
3,1956,-0.726862666666667
3,1957,-0.672711666666667
3,1958,-0.61697375
3,1959,-0.694671583333333
3,1960,-0.653694083333333
3,1961,-0.752136166666667
3,1962,-0.58756
3,1963,-0.815963333333333
3,1964,-0.994414166666667
3,1965,-0.902300166666667
3,1966,-0.821195
3,1967,-0.733357666666667
3,1968,-0.748329166666667
3,1969,-0.760142
3,1970,-0.7701875
3,1971,-0.686233583333333
3,1972,-0.697667416666667
3,1973,-0.641047083333333
3,1974,-0.44747175
3,1975,-0.631482416666667
3,1976,-0.528183
3,1977,-0.560071333333333
3,1978,-0.632957416666667
3,1979,-0.4493585
3,1980,-0.54830425
3,1981,-0.385294416666667
3,1982,-0.444437666666667
3,1983,-0.50051375
3,1984,-0.38889825
3,1985,-0.389427083333333
3,1986,-0.189051316666667
3,1987,-0.195210841666667
3,1988,-0.120534291666667
3,1989,-0.0474980083333333
3,1990,0.044118275
3,1991,0.016538085
3,1992,-0.34394075
3,1993,-0.227195608333333
3,1994,-0.137669858333333
3,1995,-0.160764091666667
3,1996,0.0203602833333333
3,1997,0.080759675
3,1998,0.0471115508333333
3,1999,0.08710225
3,2000,0.118799798333333
3,2001,0.1410929
3,2002,0.216939291666667
3,2003,0.128384904166667
3,2004,0.179344173333333
3,2005,0.176050791666667
3,2006,0.168963063333333
3,2007,0.311416666666667
3,2008,0.409840833333333
3,2009,0.37347925
3,2010,0.291303083333333
3,2011,0.305758333333333
3,2012,0.2481945
3,2013,0.213704416666667
3,2014,0.401204333333333
4,1861,-1.24608833333333
4,1862,-1.1629865
4,1863,-1.14589933333333
4,1864,-1.03909108333333
4,1865,-1.2210775
4,1866,-1.16707333333333
4,1867,-1.04623833333333
4,1868,-1.06390091666667
4,1869,-1.01162916666667
4,1870,-1.02942541666667
4,1871,-0.968012416666667
4,1872,-0.974963
4,1873,-0.937702583333333
4,1874,-0.904241166666667
4,1875,-0.996989083333333
4,1876,-0.945762916666667
4,1877,-0.923241333333333
4,1878,-0.90996575
4,1879,-0.822814916666667
4,1880,-0.834329833333333
4,1881,-0.77129625
4,1882,-0.94168175
4,1883,-0.817179083333333
4,1884,-1.18160175
4,1885,-1.38087333333333
4,1886,-1.18540825
4,1887,-1.12744366666667
4,1888,-1.15703625
4,1889,-0.924583416666667
4,1890,-0.921159916666667
4,1891,-1.25696416666667
4,1892,-0.949088666666667
4,1893,-0.982373416666667
4,1894,-0.836970416666667
4,1895,-0.87040925
4,1896,-1.01698341666667
4,1897,-0.8952405
4,1898,-0.887105166666667
4,1899,-0.718200583333333
4,1900,-0.691004416666667
4,1901,-0.773440166666667
4,1902,-0.787623166666667
4,1903,-1.18811083333333
4,1904,-1.1273225
4,1905,-1.06312091666667
4,1906,-0.899737166666667
4,1907,-0.794212083333333
4,1908,-0.848747083333333
4,1909,-0.823028833333333
4,1910,-0.8326565
4,1911,-0.793487916666667
4,1912,-0.727386333333333
4,1913,-0.866346
4,1914,-0.85631375
4,1915,-0.816721583333333
4,1916,-0.703514
4,1917,-0.82532275
4,1918,-0.559237083333333
4,1919,-0.800905666666667
4,1920,-0.641594
4,1921,-0.608477166666667
4,1922,-0.720253
4,1923,-0.708221333333333
4,1924,-0.732437166666667
4,1925,-0.807622333333333
4,1926,-0.84466275
4,1927,-0.76504525
4,1928,-0.82337475
4,1929,-0.899859166666667
4,1930,-0.801765333333333
4,1931,-0.76109325
4,1932,-0.6774445
4,1933,-0.758618416666667
4,1934,-0.786789
4,1935,-0.659492583333333
4,1936,-0.82203675
4,1937,-0.855043916666667
4,1938,-0.870722666666667
4,1939,-0.674120583333333
4,1940,-0.735969583333333
4,1941,-0.771097916666667
4,1942,-0.743840583333333
4,1943,-0.784947583333333
4,1944,-0.8150355
4,1945,-0.67598975
4,1946,-0.694018166666667
4,1947,-0.729743833333333
4,1948,-0.712173416666667
4,1949,-0.62611925
4,1950,-0.792579583333333
4,1951,-0.6226425
4,1952,-0.576016583333333
4,1953,-0.729192083333333
4,1954,-0.758272833333333
4,1955,-0.595715833333333
4,1956,-0.616953583333333
4,1957,-0.599271083333333
4,1958,-0.647572833333333
4,1959,-0.690839
4,1960,-0.66856125
4,1961,-0.651046583333333
4,1962,-0.54370375
4,1963,-0.7599565
4,1964,-0.9058915
4,1965,-0.714747083333333
4,1966,-0.661321166666667
4,1967,-0.669197166666667
4,1968,-0.726300583333333
4,1969,-0.574081416666667
4,1970,-0.55435425
4,1971,-0.59800475
4,1972,-0.503382333333333
4,1973,-0.572232666666667
4,1974,-0.581509916666667
4,1975,-0.4942195
4,1976,-0.554392583333333
4,1977,-0.527453166666667
4,1978,-0.501922583333333
4,1979,-0.461481666666667
4,1980,-0.294850680833333
4,1981,-0.318199183333333
4,1982,-0.50705475
4,1983,-0.525271083333333
4,1984,-0.50016525
4,1985,-0.452023916666667
4,1986,-0.355842583333333
4,1987,-0.270365416666667
4,1988,-0.275235458333333
4,1989,-0.0841394875
4,1990,-0.0958709666666667
4,1991,-0.2613653
4,1992,-0.547378416666667
4,1993,-0.44261425
4,1994,-0.34226225
4,1995,-0.254976933333333
4,1996,0.0035399875
4,1997,-0.0989252425
4,1998,0.118479391666667
4,1999,0.113281133333333
4,2000,0.0350036283333333
4,2001,0.22919725
4,2002,0.35001375
4,2003,0.326438833333333
4,2004,0.323310833333333
4,2005,0.451367666666667
4,2006,0.366869583333333
4,2007,0.322428325
4,2008,0.332059266666667
4,2009,0.2917785
4,2010,0.169929391666667
4,2011,0.324727283333333
4,2012,0.378420416666667
4,2013,0.567670166666667
4,2014,0.390152
5,1861,-1.43523666666667
5,1862,-1.349675
5,1863,-1.17722666666667
5,1864,-0.949765416666667
5,1865,-1.24610833333333
5,1866,-1.33342333333333
5,1867,-1.24641833333333
5,1868,-1.21105191666667
5,1869,-1.3736175
5,1870,-1.18311525
5,1871,-1.08971216666667
5,1872,-1.2338175
5,1873,-1.10581658333333
5,1874,-0.96235925
5,1875,-0.864384416666667
5,1876,-0.997181833333333
5,1877,-0.982757666666667
5,1878,-1.12426566666667
5,1879,-1.26035166666667
5,1880,-1.18633033333333
5,1881,-1.12439991666667
5,1882,-1.06307758333333
5,1883,-1.22555833333333
5,1884,-1.54362333333333
5,1885,-1.56324
5,1886,-1.5383275
5,1887,-1.27962
5,1888,-1.2524975
5,1889,-1.33786333333333
5,1890,-1.45070691666667
5,1891,-1.76106083333333
5,1892,-1.46288666666667
5,1893,-1.35834416666667
5,1894,-1.27241833333333
5,1895,-1.40887166666667
5,1896,-1.27972783333333
5,1897,-1.18679366666667
5,1898,-1.3440025
5,1899,-1.20184333333333
5,1900,-1.07980125
5,1901,-1.21454083333333
5,1902,-1.14874566666667
5,1903,-1.57556666666667
5,1904,-1.45162
5,1905,-1.43648916666667
5,1906,-1.6158775
5,1907,-1.43700166666667
5,1908,-1.24458666666667
5,1909,-1.24132375
5,1910,-1.15453975
5,1911,-1.26721416666667
5,1912,-1.33809166666667
5,1913,-1.23026
5,1914,-1.05600983333333
5,1915,-1.06750033333333
5,1916,-1.00615425
5,1917,-1.11189858333333
5,1918,-0.9837875
5,1919,-0.98156725
5,1920,-0.93245675
5,1921,-1.06228183333333
5,1922,-0.978696
5,1923,-0.95034775
5,1924,-1.03173383333333
5,1925,-1.3011975
5,1926,-1.14402416666667
5,1927,-1.05082708333333
5,1928,-1.0392085
5,1929,-1.00085883333333
5,1930,-1.24398
5,1931,-1.005815
5,1932,-1.069915
5,1933,-1.08577575
5,1934,-1.31396083333333
5,1935,-0.994331333333333
5,1936,-0.857068083333333
5,1937,-0.950508
5,1938,-0.86099
5,1939,-0.851427416666667
5,1940,-1.06474991666667
5,1941,-1.04162625
5,1942,-0.92928525
5,1943,-0.873537666666667
5,1944,-0.779078166666667
5,1945,-0.7804285
5,1946,-0.885574333333333
5,1947,-0.717295333333333
5,1948,-0.5966365
5,1949,-0.978803583333333
5,1950,-1.05513583333333
5,1951,-0.828117666666667
5,1952,-0.782333333333333
5,1953,-0.848447166666667
5,1954,-0.75198075
5,1955,-0.624048833333333
5,1956,-0.84717025
5,1957,-0.599441583333333
5,1958,-0.792470583333333
5,1959,-0.917045666666667
5,1960,-0.6540655
5,1961,-0.940114333333333
5,1962,-0.65113825
5,1963,-0.9040585
5,1964,-0.999925916666667
5,1965,-0.945473083333333
5,1966,-0.951894166666667
5,1967,-0.794736333333333
5,1968,-0.731768333333333
5,1969,-0.804710583333333
5,1970,-0.924466166666667
5,1971,-0.719393416666667
5,1972,-0.583160416666667
5,1973,-0.78525025
5,1974,-0.59441625
5,1975,-0.644226083333333
5,1976,-0.84505725
5,1977,-0.677609833333333
5,1978,-0.532842
5,1979,-0.64011625
5,1980,-0.528511083333333
5,1981,-0.38186405
5,1982,-0.578692166666667
5,1983,-0.629910833333333
5,1984,-0.59353375
5,1985,-0.543332333333333
5,1986,-0.371989083333333
5,1987,-0.238749066666667
5,1988,-0.387692783333333
5,1989,-0.335528208333333
5,1990,-0.273943608333333
5,1991,-0.371564333333333
5,1992,-0.528877333333333
5,1993,-0.531595916666667
5,1994,-0.378267916666667
5,1995,-0.146057105
5,1996,-0.03726194325
5,1997,-0.0427144416666667
5,1998,-0.2039311925
5,1999,0.0174101916666667
5,2000,0.242983416666667
5,2001,-0.00145467666666667
5,2002,0.0415064416666667
5,2003,0.236028
5,2004,0.0751699158333333
5,2005,0.081097875
5,2006,0.52085625
5,2007,0.275708575
5,2008,0.2641372
5,2009,0.2810745
5,2010,0.469492583333333
5,2011,0.410163791666667
5,2012,0.182238283333333
5,2013,0.49709075
5,2014,0.637967416666667
6,1861,-0.9914985
6,1862,-1.09976466666667
6,1863,-1.25358583333333
6,1864,-1.26614666666667
6,1865,-1.23462758333333
6,1866,-1.2662475
6,1867,-0.986811083333333
6,1868,-0.935928833333333
6,1869,-1.15650333333333
6,1870,-0.918418833333333
6,1871,-0.91789975
6,1872,-0.946218333333333
6,1873,-1.0101445
6,1874,-0.837641083333333
6,1875,-1.03162741666667
6,1876,-1.081593
6,1877,-1.05783783333333
6,1878,-1.07633691666667
6,1879,-0.887288333333333
6,1880,-0.88964825
6,1881,-0.955116833333333
6,1882,-0.833251833333333
6,1883,-1.150615
6,1884,-1.34236666666667
6,1885,-1.45707083333333
6,1886,-1.53284833333333
6,1887,-1.35611666666667
6,1888,-1.39803833333333
6,1889,-1.35253333333333
6,1890,-1.37063
6,1891,-1.2551875
6,1892,-1.09698183333333
6,1893,-1.023561
6,1894,-1.141145
6,1895,-0.815302083333333
6,1896,-0.972643416666667
6,1897,-1.04193358333333
6,1898,-1.22778916666667
6,1899,-1.079229
6,1900,-0.951570833333333
6,1901,-1.1242035
6,1902,-1.27199416666667
6,1903,-1.20017416666667
6,1904,-1.24403916666667
6,1905,-1.31933083333333
6,1906,-1.00222458333333
6,1907,-0.951965
6,1908,-1.0673315
6,1909,-1.171025
6,1910,-1.19643608333333
6,1911,-0.957626833333333
6,1912,-0.75299075
6,1913,-0.873125333333333
6,1914,-1.1024135
6,1915,-0.991871166666667
6,1916,-0.754216
6,1917,-0.698570333333333
6,1918,-0.899121916666667
6,1919,-0.787208833333333
6,1920,-1.03943066666667
6,1921,-1.00593041666667
6,1922,-0.919185083333333
6,1923,-0.737157083333333
6,1924,-0.94192
6,1925,-1.09275266666667
6,1926,-0.929756
6,1927,-0.874916083333333
6,1928,-0.7677995
6,1929,-0.819165666666667
6,1930,-0.85524275
6,1931,-0.893605583333333
6,1932,-0.932248083333333
6,1933,-1.07163116666667
6,1934,-0.956549916666667
6,1935,-0.936973833333333
6,1936,-0.648974
6,1937,-0.857124416666667
6,1938,-0.76574975
6,1939,-0.946357416666667
6,1940,-0.849339666666667
6,1941,-0.658060833333333
6,1942,-0.907589833333333
6,1943,-0.963674
6,1944,-0.95089675
6,1945,-0.742624916666667
6,1946,-1.09874
6,1947,-0.927235333333333
6,1948,-0.6908315
6,1949,-0.735221416666667
6,1950,-0.94176
6,1951,-0.918225083333333
6,1952,-0.828672166666667
6,1953,-1.04599791666667
6,1954,-0.882206916666667
6,1955,-0.92691025
6,1956,-0.828689583333333
6,1957,-1.05901175
6,1958,-0.98882475
6,1959,-0.915435833333333
6,1960,-1.0442945
6,1961,-0.902384333333333
6,1962,-0.78423825
6,1963,-1.01840991666667
6,1964,-1.02566566666667
6,1965,-0.904848583333333
6,1966,-0.959160166666667
6,1967,-1.127493
6,1968,-1.09270675
6,1969,-1.04265291666667
6,1970,-1.07530433333333
6,1971,-1.09355325
6,1972,-1.03804216666667
6,1973,-0.655947333333333
6,1974,-0.707403083333333
6,1975,-0.909479916666667
6,1976,-0.791473416666667
6,1977,-0.672246166666667
6,1978,-0.63187375
6,1979,-0.811805833333333
6,1980,-0.649561583333333
6,1981,-0.543220666666667
6,1982,-0.475484166666667
6,1983,-0.648055916666667
6,1984,-0.723108833333333
6,1985,-0.570889833333333
6,1986,-0.650682916666667
6,1987,-0.8288855
6,1988,-0.656239916666667
6,1989,-0.416486083333333
6,1990,-0.240956675
6,1991,-0.4426905
6,1992,-0.664438833333333
6,1993,-0.611539083333333
6,1994,-0.415814666666667
6,1995,-0.435658583333333
6,1996,-0.114621525
6,1997,-0.0712839833333333
6,1998,-0.320503166666667
6,1999,-0.249595641666667
6,2000,-0.183484516666667
6,2001,-0.105181266666667
6,2002,-0.1137416
6,2003,0.06773633
6,2004,0.0637460525
6,2005,0.287030416666667
6,2006,0.395011916666667
6,2007,-0.0345661916666667
6,2008,-0.0689392
6,2009,0.160171466666667
6,2010,0.139879841666667
6,2011,0.265124041666667
6,2012,0.243301483333333
6,2013,0.129989675
6,2014,0.293390816666667
7,1861,-1.18219
7,1862,-1.03660591666667
7,1863,-1.04867833333333
7,1864,-1.24923333333333
7,1865,-1.08984191666667
7,1866,-1.1165225
7,1867,-1.17794666666667
7,1868,-1.06144075
7,1869,-0.886271
7,1870,-0.91053775
7,1871,-1.0816965
7,1872,-1.14767966666667
7,1873,-0.951984666666667
7,1874,-0.785654666666667
7,1875,-1.07783233333333
7,1876,-0.789845916666667
7,1877,-0.89804875
7,1878,-1.03428825
7,1879,-1.05862583333333
7,1880,-1.06560266666667
7,1881,-0.909286333333333
7,1882,-0.981648833333333
7,1883,-1.10076841666667
7,1884,-1.27562416666667
7,1885,-1.32449
7,1886,-1.440585
7,1887,-1.23470666666667
7,1888,-1.18182333333333
7,1889,-1.03560983333333
7,1890,-1.22723141666667
7,1891,-1.42237833333333
7,1892,-1.33858416666667
7,1893,-1.00617066666667
7,1894,-1.10259808333333
7,1895,-1.22584583333333
7,1896,-1.19391141666667
7,1897,-1.20974166666667
7,1898,-0.891949666666667
7,1899,-1.15864708333333
7,1900,-1.25162166666667
7,1901,-1.1308725
7,1902,-1.07875625
7,1903,-1.25912166666667
7,1904,-1.0999025
7,1905,-1.12454991666667
7,1906,-1.19133816666667
7,1907,-0.947774333333333
7,1908,-1.06228175
7,1909,-1.3415425
7,1910,-1.05559916666667
7,1911,-0.8950375
7,1912,-0.973674416666667
7,1913,-0.919266416666667
7,1914,-1.06017133333333
7,1915,-1.06310808333333
7,1916,-1.03809866666667
7,1917,-1.094228
7,1918,-0.854680416666667
7,1919,-0.85780575
7,1920,-0.90479275
7,1921,-0.9130685
7,1922,-0.742551
7,1923,-0.649154416666667
7,1924,-1.03122733333333
7,1925,-1.16185825
7,1926,-0.776674666666667
7,1927,-0.89628875
7,1928,-1.09317058333333
7,1929,-1.1172475
7,1930,-1.06708525
7,1931,-0.9619245
7,1932,-0.964111583333333
7,1933,-0.948547833333333
7,1934,-1.00078808333333
7,1935,-0.922828666666667
7,1936,-0.86027275
7,1937,-0.79821
7,1938,-0.862198
7,1939,-0.708429916666667
7,1940,-0.776151
7,1941,-0.80675025
7,1942,-0.820480166666667
7,1943,-0.526023833333333
7,1944,-0.892567916666667
7,1945,-0.919220166666667
7,1946,-0.849573333333333
7,1947,-0.791763416666667
7,1948,-0.9326985
7,1949,-0.80480725
7,1950,-0.753211916666667
7,1951,-0.730145333333333
7,1952,-0.908802833333333
7,1953,-0.866289583333333
7,1954,-0.888247166666667
7,1955,-0.796353666666667
7,1956,-0.982360583333333
7,1957,-0.846461166666667
7,1958,-0.835961083333333
7,1959,-0.783381166666667
7,1960,-0.656748416666667
7,1961,-0.701599166666667
7,1962,-1.03943966666667
7,1963,-0.989197333333333
7,1964,-0.8760325
7,1965,-1.24088583333333
7,1966,-1.19730833333333
7,1967,-1.09622233333333
7,1968,-1.11287166666667
7,1969,-1.2904725
7,1970,-1.11694808333333
7,1971,-1.00345191666667
7,1972,-1.09752941666667
7,1973,-0.836352083333333
7,1974,-0.959716833333333
7,1975,-1.00715675
7,1976,-0.8321025
7,1977,-0.907538833333333
7,1978,-0.864331583333333
7,1979,-0.866889916666667
7,1980,-0.624717583333333
7,1981,-0.495035916666667
7,1982,-0.837323833333333
7,1983,-0.884218833333333
7,1984,-0.790105333333333
7,1985,-0.72439325
7,1986,-0.481369166666667
7,1987,-0.485336333333333
7,1988,-0.408060833333333
7,1989,-0.486521333333333
7,1990,-0.522120083333333
7,1991,-0.283818491666667
7,1992,-0.630244
7,1993,-0.64202375
7,1994,-0.757621833333333
